age,assists,blocks,defensive_rebound,effective_field_goal_percentage,field_goal_attempts,field_goal_made,field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_percentage,games_played,games_started,minutes_played,name,offensive_rebound,personal_fouls,points,position,ranking,steals,team,three_pt_percentage,three_pts_attempts,three_pts_made,total_rebound,turnover,two_pts_attempts,two_pts_made,two_pts_percentage
25,231,33,434,.527,1210,559,.462,211,174,.825,69,67,2581,Miles Bridges,71,118,1449,SF,62,65,,.349,450,157,505,138,760,402,.529
23,,,,.000,,,.000,,,,3,0,,Darius Bazley,,,,PF,36,,,,,,,,,,.000
23,,,,.655,,,.621,,,.833,6,0,,Darius Bazley,,,,PF,36,,,.250,,,,,,,.762
24,,,,,,,.381,,,.800,23,1,268,Onuralp Bitim,,,,SG,45,,,.273,,,,,,,.500
31,,,,,,,.565,,,.481,40,27,791,Bismack Biyombo,,,,C,46,,TOT,,,,,,,,.565
25,44,8,99,.493,153,68,.444,83,50,.602,55,1,630,Oshae Brissett,61,54,201,SF,63,19,,.273,55,15,160,20,98,53,.541
24,0,0,1,.400,5,2,.400,0,0,,1,0,3,Izaiah Brockington,1,0,4,PG,64,0,,.000,1,0,2,0,4,2,.500
30,,,,.582,,,.513,,,.813,53,53,,Bradley Beal,,,,SG,37,,,.430,,,,,,,.552
27,,,,.598,,,.443,,,.714,79,77,,Malik Beasley,,,,SG,38,,,.413,,,,,,,.533
31,,,,,,,.563,,,.478,30,27,718,Bismack Biyombo,,,,C,46,,,,,,,,,,.563
31,,,,,,,.583,,,.500,10,0,73,Bismack Biyombo,,,,C,46,,,,,,,,,,.583
31,214,8,120,.522,496,218,.440,116,95,.819,39,25,1121,Malcolm Brogdon,28,58,613,PG,65,27,,.412,199,82,148,60,297,136,.458
25,5,1,11,.446,46,15,.326,2,1,.500,10,0,104,Armoni Brooks,7,3,42,PG,66,1,,.344,32,11,18,3,14,4,.286
23,,,,.578,,,.488,,,.679,48,1,,MarJon Beauchamp,,,,SF,39,,,.400,,,,,,,.560
20,,,,,,,.466,,,.613,69,33,1164,Anthony Black,,,,PG,47,,,.394,,,,,,,.510
24,,,,,,,.481,,,.667,26,3,284,Leaky Black,,,,SF,48,,,.450,,,,,,,.500
28,119,10,193,.515,768,329,.428,147,124,.844,72,72,2227,Dillon Brooks,53,241,915,SF,67,64,,.359,370,133,246,88,398,196,.492
27,192,17,231,.523,582,278,.478,142,117,.824,67,44,1866,Bruce Brown,53,148,726,PG-SG,68,59,TOT,.323,164,53,284,86,418,225,.538
24,,,,.539,,,.453,,,.556,19,0,,Jules Bernard,,,,SG,40,,,.379,,,,,,,.514
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
31,,,,.556,,,.393,,,.909,43,1,,Dāvis Bertāns,,,,PF,41,,TOT,.380,,,,,,,.471
24,,,,,,,.310,,,.800,10,0,84,Buddy Boeheim,,,,SF,49,,,.320,,,,,,,.250
31,,,,,,,.428,,,.921,79,33,2401,Bogdan Bogdanović,,,,SG,50,,,.374,,,,,,,.503
27,100,8,129,.527,314,149,.475,82,67,.817,33,33,981,Bruce Brown,25,81,398,SG,68,35,,.327,101,33,154,41,213,116,.545
27,92,9,102,.519,268,129,.481,60,50,.833,34,11,885,Bruce Brown,28,67,328,PG,68,24,,.317,63,20,130,45,205,109,.532
31,,,,.577,,,.385,,,.933,15,0,,Dāvis Bertāns,,,,PF,41,,,.417,,,,,,,.000
31,,,,.553,,,.394,,,.889,28,1,,Dāvis Bertāns,,,,PF,41,,,.375,,,,,,,.500
35,,,,.497,,,.417,,,.822,73,13,,Patrick Beverley,,,,PG,42,,TOT,.337,,,,,,,.490
34,,,,,,,.454,,,.785,57,27,1478,Bojan Bogdanović,,,,SF-PF,51,,TOT,.398,,,,,,,.507
34,,,,,,,.468,,,.779,28,27,921,Bojan Bogdanović,,,,PF,51,,,.415,,,,,,,.518
34,,,,,,,.430,,,.800,29,0,557,Bojan Bogdanović,,,,SF,51,,,.370,,,,,,,.488
26,0,2,1,.300,10,2,.200,0,0,,8,0,37,Charlie Brown Jr.,1,5,6,SG,69,0,,.286,7,2,2,2,3,0,.000
22,4,4,6,.500,11,5,.455,9,4,.444,6,0,40,Greg Brown III,3,5,15,PF,70,0,,.333,3,1,9,4,8,4,.500
35,,,,.504,,,.432,,,.810,47,5,,Patrick Beverley,,,,PG,42,,,.321,,,,,,,.523
35,,,,.486,,,.391,,,.852,26,8,,Patrick Beverley,,,,PG,42,,,.361,,,,,,,.424
24,,,,,,,.616,,,.789,43,0,469,Bol Bol,,,,PF,52,,,.423,,,,,,,.717
25,,,,,,,.680,,,.750,11,2,121,Marques Bolden,,,,C,53,,TOT,.000,,,,,,,.708
27,249,37,303,.557,1256,627,.499,300,211,.703,70,70,2343,Jaylen Brown,84,185,1610,SF,71,83,,.354,410,145,387,166,846,482,.570
20,5,0,2,.533,15,8,.533,8,5,.625,15,0,63,Kendall Brown,3,9,21,SG,72,0,,.000,2,0,5,2,13,8,.615
24,25,6,42,.489,90,37,.411,2,1,.500,44,0,394,Kobe Brown,20,49,89,PF,73,12,,.292,48,14,62,9,42,23,.548
24,,,,.497,,,.416,,,.837,63,51,,Saddiq Bey,,,,SF,43,,,.316,,,,,,,.522
24,,,,.608,,,.603,,,.655,62,33,,Goga Bitadze,,,,C,44,,,.143,,,,,,,.636
25,,,,,,,,,,,2,0,3,Marques Bolden,,,,C,53,,,,,,,,,,
25,,,,,,,.680,,,.750,9,2,118,Marques Bolden,,,,C,53,,,.000,,,,,,,.708
27,,,,,,,.492,,,.886,68,68,2447,Devin Booker,,,,PG,54,,,.364,,,,,,,.552
24,7,7,49,.508,65,33,.508,31,9,.290,22,5,200,Moses Brown,37,27,75,C,74,5,,,0,0,86,11,65,33,.508
24,60,3,119,.476,226,84,.372,37,32,.865,59,15,827,Troy Brown Jr.,25,42,247,SF,75,24,TOT,.333,141,47,144,30,85,37,.435
24,,,,.452,,,.381,,,.800,23,1,,Onuralp Bitim,,,,SG,45,,,.273,,,,,,,.500
31,,,,.565,,,.565,,,.481,40,27,,Bismack Biyombo,,,,C,46,,TOT,,,,,,,,.565
31,,,,.563,,,.563,,,.478,30,27,,Bismack Biyombo,,,,C,46,,,,,,,,,,.563
22,,,,,,,.404,,,.697,32,0,345,Brandon Boston Jr.,,,,SF,55,,,.269,,,,,,,.468
31,,,,,,,.507,,,.772,50,0,705,Chris Boucher,,,,PF,56,,,.330,,,,,,,.642
23,,,,,,,.439,,,.500,14,0,81,James Bouknight,,,,SG,57,,,.433,,,,,,,.455
24,35,2,58,.572,118,52,.441,22,19,.864,37,3,410,Troy Brown Jr.,14,26,154,SF,75,8,,.369,84,31,72,18,34,21,.618
24,25,1,61,.370,108,32,.296,15,13,.867,22,12,417,Troy Brown Jr.,11,16,93,SF,75,16,,.281,57,16,72,12,51,16,.314
31,,,,.583,,,.583,,,.500,10,0,,Bismack Biyombo,,,,C,46,,,,,,,,,,.583
20,,,,.540,,,.466,,,.613,69,33,,Anthony Black,,,,PG,47,,,.394,,,,,,,.510
24,,,,,,,.357,,,,9,0,95,Jamaree Bouyea,,,,PG,58,,TOT,.111,,,,,,,.474
24,,,,,,,.238,,,,6,0,57,Jamaree Bouyea,,,,PG,58,,,.000,,,,,,,.385
27,519,13,235,.543,1648,790,.479,497,421,.847,77,77,2726,Jalen Brunson,43,144,2212,PG,76,70,,.401,526,211,278,186,1122,579,.516
26,23,16,101,.591,149,86,.577,47,41,.872,38,4,441,Thomas Bryant,40,46,217,C,77,10,,.182,22,4,141,21,127,82,.646
24,,,,.567,,,.481,,,.667,26,3,,Leaky Black,,,,SF,48,,,.450,,,,,,,.500
24,,,,.448,,,.310,,,.800,10,0,,Buddy Boeheim,,,,SF,49,,,.320,,,,,,,.250
24,,,,,,,.714,,,,3,0,38,Jamaree Bouyea,,,,PG,58,,,1.000,,,,,,,.667
20,,,,,,,.432,,,.873,75,29,1594,Malaki Branham,,,,PG,59,,,.347,,,,,,,.494
20,27,5,27,.418,92,34,.370,8,4,.500,17,0,196,Kobe Bufkin,6,20,81,SG,78,7,,.225,40,9,33,10,52,25,.481
32,15,5,67,.579,82,34,.415,1,1,1.000,44,0,417,Reggie Bullock,6,29,96,SF,79,12,,.403,67,27,73,10,15,7,.467
32,88,12,126,.478,569,210,.369,167,145,.868,66,1,1212,Alec Burks,24,75,689,SG,80,28,TOT,.376,330,124,150,48,239,86,.360
31,,,,.537,,,.428,,,.921,79,33,,Bogdan Bogdanović,,,,SG,50,,,.374,,,,,,,.503
34,,,,.551,,,.454,,,.785,57,27,,Bojan Bogdanović,,,,SF-PF,51,,TOT,.398,,,,,,,.507
34,,,,.569,,,.468,,,.779,28,27,,Bojan Bogdanović,,,,PF,51,,,.415,,,,,,,.518
22,,,,,,,.460,,,.694,82,4,1655,Christian Braun,,,,SG,60,,,.384,,,,,,,.498
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,,,,.436,,,.814,82,82,2854,Mikal Bridges,,,,SF,61,,,.372,,,,,,,.490
32,68,11,94,.516,406,160,.394,134,121,.903,43,0,901,Alec Burks,16,64,540,SG,80,21,,.401,247,99,110,32,159,61,.384
32,20,1,32,.383,163,50,.307,33,24,.727,23,1,311,Alec Burks,8,11,149,SG,80,7,,.301,83,25,40,16,80,25,.313
34,,,,.521,,,.430,,,.800,29,0,,Bojan Bogdanović,,,,SF,51,,,.370,,,,,,,.488
24,,,,.689,,,.616,,,.789,43,0,,Bol Bol,,,,PF,52,,,.423,,,,,,,.717
25,,,,,,,.462,,,.825,69,67,2581,Miles Bridges,,,,SF,62,,,.349,,,,,,,.529
25,,,,,,,.444,,,.602,55,1,630,Oshae Brissett,,,,SF,63,,,.273,,,,,,,.541
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
23,126,8,49,.547,201,98,.488,36,31,.861,40,0,566,Jared Butler,9,58,251,SG,81,29,,.308,78,24,58,50,123,74,.602
25,,,,.680,,,.680,,,.750,11,2,,Marques Bolden,,,,C,53,,TOT,.000,,,,,,,.708
25,,,,,,,,,,,2,0,,Marques Bolden,,,,C,53,,,,,,,,,,
24,,,,,,,.400,,,,1,0,3,Izaiah Brockington,,,,PG,64,,,.000,,,,,,,.500
31,,,,,,,.440,,,.819,39,25,1121,Malcolm Brogdon,,,,PG,65,,,.412,,,,,,,.458
25,,,,,,,.326,,,.500,10,0,104,Armoni Brooks,,,,PG,66,,,.344,,,,,,,.286
34,298,17,213,.537,793,396,.499,459,394,.858,60,60,2042,Jimmy Butler,105,68,1246,PF,82,79,,.414,145,60,318,102,648,336,.519
24,10,5,22,.500,79,34,.430,23,18,.783,26,1,259,Jamal Cain,15,22,97,PF,83,10,,.355,31,11,37,8,48,23,.479
25,,,,.680,,,.680,,,.750,9,2,,Marques Bolden,,,,C,53,,,.000,,,,,,,.708
27,,,,.550,,,.492,,,.886,68,68,,Devin Booker,,,,PG,54,,,.364,,,,,,,.552
28,,,,,,,.428,,,.844,72,72,2227,Dillon Brooks,,,,SF,67,,,.359,,,,,,,.492
27,,,,,,,.478,,,.824,67,44,1866,Bruce Brown,,,,PG-SG,68,,TOT,.323,,,,,,,.538
30,183,42,152,.566,587,270,.460,113,101,.894,76,76,2402,Kentavious Caldwell-Pope,31,151,766,SG,84,98,,.406,308,125,183,75,279,145,.520
23,87,33,204,.516,438,197,.450,99,75,.758,70,49,1739,Toumani Camara,139,174,527,PF,85,66,,.337,172,58,343,84,266,139,.523
22,,,,.447,,,.404,,,.697,32,0,,Brandon Boston Jr.,,,,SF,55,,,.269,,,,,,,.468
31,,,,.578,,,.507,,,.772,50,0,,Chris Boucher,,,,PF,56,,,.330,,,,,,,.642
23,,,,.598,,,.439,,,.500,14,0,,James Bouknight,,,,SG,57,,,.433,,,,,,,.455
27,,,,,,,.475,,,.817,33,33,981,Bruce Brown,,,,SG,68,,,.327,,,,,,,.545
27,,,,,,,.481,,,.833,34,11,885,Bruce Brown,,,,PG,68,,,.317,,,,,,,.532
26,,,,,,,.200,,,,8,0,37,Charlie Brown Jr.,,,,SG,69,,,.286,,,,,,,.000
29,91,106,441,.571,618,353,.571,206,130,.631,73,73,1883,Clint Capela,335,164,836,C,86,43,,.000,1,0,776,74,617,353,.572
28,94,16,49,.484,365,138,.378,7,4,.571,72,0,1004,Jevon Carter,11,71,357,PG,87,37,,.329,234,77,60,36,131,61,.466
24,95,28,269,.600,425,223,.525,134,93,.694,55,48,1406,Wendell Carter Jr.,112,121,603,C,88,35,,.374,171,64,381,68,254,159,.626
24,,,,.375,,,.357,,,,9,0,,Jamaree Bouyea,,,,PG,58,,TOT,.111,,,,,,,.474
24,,,,.238,,,.238,,,,6,0,,Jamaree Bouyea,,,,PG,58,,,.000,,,,,,,.385
24,,,,.786,,,.714,,,,3,0,,Jamaree Bouyea,,,,PG,58,,,1.000,,,,,,,.667
22,,,,,,,.455,,,.444,6,0,40,Greg Brown III,,,,PF,70,,,.333,,,,,,,.500
27,,,,,,,.499,,,.703,70,70,2343,Jaylen Brown,,,,SF,71,,,.354,,,,,,,.570
20,,,,,,,.533,,,.625,15,0,63,Kendall Brown,,,,SG,72,,,.000,,,,,,,.615
23,3,0,2,.438,8,3,.375,5,4,.800,4,0,36,D.J. Carton,2,3,11,SG,89,1,,.250,4,1,4,1,4,2,.500
29,247,70,211,.593,541,253,.468,96,73,.760,71,57,2040,Alex Caruso,62,181,715,SG,90,120,,.408,333,136,273,102,208,117,.563
23,3,0,6,.563,16,9,.563,6,6,1.000,16,0,59,Colin Castleton,6,11,24,C,91,2,,,0,0,12,3,16,9,.563
20,,,,.506,,,.432,,,.873,75,29,,Malaki Branham,,,,PG,59,,,.347,,,,,,,.494
22,,,,.525,,,.460,,,.694,82,4,,Christian Braun,,,,SG,60,,,.384,,,,,,,.498
24,,,,,,,.411,,,.500,44,0,394,Kobe Brown,,,,PF,73,,,.292,,,,,,,.548
24,,,,,,,.508,,,.290,22,5,200,Moses Brown,,,,C,74,,,,,,,,,,.508
22,0,0,0,,0,0,,0,0,,1,0,3,Malcolm Cazalon,0,0,0,SG,92,0,,,0,0,0,0,0,0,
22,103,42,164,.534,402,164,.408,92,75,.815,74,59,1468,Julian Champagnie,42,77,504,SF,93,48,,.365,277,101,206,57,125,63,.504
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,.521,,,.436,,,.814,82,82,,Mikal Bridges,,,,SF,61,,,.372,,,,,,,.490
25,,,,.527,,,.462,,,.825,69,67,,Miles Bridges,,,,SF,62,,,.349,,,,,,,.529
24,,,,,,,.372,,,.865,59,15,827,Troy Brown Jr.,,,,SF,75,,TOT,.333,,,,,,,.435
24,,,,,,,.441,,,.864,37,3,410,Troy Brown Jr.,,,,SF,75,,,.369,,,,,,,.618
22,19,9,34,.494,78,32,.410,15,12,.800,15,1,235,Justin Champagnie,19,14,89,SF,94,10,,.289,45,13,53,10,33,19,.576
20,60,17,127,.515,241,103,.427,46,36,.783,67,7,944,Max Christie,15,57,284,SG,95,20,,.356,118,42,142,35,123,61,.496
25,,,,.493,,,.444,,,.602,55,1,,Oshae Brissett,,,,SF,63,,,.273,,,,,,,.541
24,,,,.400,,,.400,,,,1,0,,Izaiah Brockington,,,,PG,64,,,.000,,,,,,,.500
24,,,,,,,.296,,,.867,22,12,417,Troy Brown Jr.,,,,SF,75,,,.281,,,,,,,.314
27,,,,,,,.479,,,.847,77,77,2726,Jalen Brunson,,,,PG,76,,,.401,,,,,,,.516
19,10,3,14,.500,33,16,.485,15,12,.800,12,0,141,Sidy Cissoko,8,18,45,SF,96,7,,.083,12,1,22,3,21,15,.714
27,9,6,19,.568,59,33,.559,7,1,.143,6,1,134,Brandon Clarke,13,8,68,PF,97,5,,.167,6,1,32,3,53,32,.604
31,,,,.522,,,.440,,,.819,39,25,,Malcolm Brogdon,,,,PG,65,,,.412,,,,,,,.458
25,,,,.446,,,.326,,,.500,10,0,,Armoni Brooks,,,,PG,66,,,.344,,,,,,,.286
26,,,,,,,.577,,,.872,38,4,441,Thomas Bryant,,,,C,77,,,.182,,,,,,,.646
20,,,,,,,.370,,,.500,17,0,196,Kobe Bufkin,,,,SG,78,,,.225,,,,,,,.481
31,277,6,139,.469,816,337,.413,201,177,.881,55,19,1682,Jordan Clarkson,49,81,942,SG,98,35,,.294,309,91,188,146,507,246,.485
24,147,146,513,.630,582,366,.629,196,108,.551,71,71,2116,Nic Claxton,193,175,841,C,99,46,,.200,5,1,706,93,577,365,.633
28,,,,.515,,,.428,,,.844,72,72,,Dillon Brooks,,,,SF,67,,,.359,,,,,,,.492
27,,,,.523,,,.478,,,.824,67,44,,Bruce Brown,,,,PG-SG,68,,TOT,.323,,,,,,,.538
27,,,,.527,,,.475,,,.817,33,33,,Bruce Brown,,,,SG,68,,,.327,,,,,,,.545
32,,,,,,,.415,,,1.000,44,0,417,Reggie Bullock,,,,SF,79,,,.403,,,,,,,.467
32,,,,,,,.369,,,.868,66,1,1212,Alec Burks,,,,SG,80,,TOT,.376,,,,,,,.360
32,,,,,,,.394,,,.903,43,0,901,Alec Burks,,,,SG,80,,,.401,,,,,,,.384
19,18,16,55,.602,93,50,.538,30,21,.700,23,4,370,Noah Clowney,26,25,133,PF,100,8,,.364,33,12,81,15,60,38,.633
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
26,76,14,119,.571,352,166,.472,71,61,.859,70,13,1460,Amir Coffey,29,102,463,SF,101,41,,.380,184,70,148,33,168,96,.571
27,,,,.519,,,.481,,,.833,34,11,,Bruce Brown,,,,PG,68,,,.317,,,,,,,.532
26,,,,.300,,,.200,,,,8,0,,Charlie Brown Jr.,,,,SG,69,,,.286,,,,,,,.000
22,,,,.500,,,.455,,,.444,6,0,,Greg Brown III,,,,PF,70,,,.333,,,,,,,.500
32,,,,,,,.307,,,.727,23,1,311,Alec Burks,,,,SG,80,,,.301,,,,,,,.313
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
23,,,,,,,.488,,,.861,40,0,566,Jared Butler,,,,SG,81,,,.308,,,,,,,.602
26,77,61,418,.590,746,397,.532,185,147,.795,68,66,1901,John Collins,157,191,1027,PF,102,40,,.371,232,86,575,98,514,311,.605
26,194,52,252,.531,616,298,.484,162,122,.753,69,29,1526,Zach Collins,118,206,776,C,103,34,,.320,181,58,370,132,435,240,.552
27,,,,.557,,,.499,,,.703,70,70,,Jaylen Brown,,,,SF,71,,,.354,,,,,,,.570
20,,,,.533,,,.533,,,.625,15,0,,Kendall Brown,,,,SG,72,,,.000,,,,,,,.615
34,,,,,,,.499,,,.858,60,60,2042,Jimmy Butler,,,,PF,82,,,.414,,,,,,,.519
24,,,,,,,.430,,,.783,26,1,259,Jamal Cain,,,,PF,83,,,.355,,,,,,,.479
36,449,17,181,.595,644,294,.457,112,102,.911,76,76,2193,Mike Conley,37,128,869,PG,104,88,,.442,405,179,218,102,239,115,.481
31,161,19,188,.553,347,151,.435,58,44,.759,76,3,1676,Pat Connaughton,51,99,428,SF,105,40,,.345,238,82,239,49,109,69,.633
19,110,48,200,.509,432,188,.435,131,92,.702,63,15,1715,Bilal Coulibaly,56,137,532,SF,106,57,,.346,185,64,256,87,247,124,.502
24,,,,.489,,,.411,,,.500,44,0,,Kobe Brown,,,,PF,73,,,.292,,,,,,,.548
24,,,,.508,,,.508,,,.290,22,5,,Moses Brown,,,,C,74,,,,,,,,,,.508
30,,,,,,,.460,,,.894,76,76,2402,Kentavious Caldwell-Pope,,,,SG,84,,,.406,,,,,,,.520
23,,,,,,,.450,,,.758,70,49,1739,Toumani Camara,,,,PF,85,,,.337,,,,,,,.523
22,16,1,32,.536,112,54,.482,71,53,.746,32,0,289,Ricky Council IV,14,17,173,SG,107,8,,.375,32,12,46,5,80,42,.525
33,24,18,66,.536,98,43,.439,26,22,.846,29,6,488,Robert Covington,31,56,127,SF-PF,108,39,TOT,.339,56,19,97,11,42,24,.571
24,,,,.476,,,.372,,,.865,59,15,,Troy Brown Jr.,,,,SF,75,,TOT,.333,,,,,,,.435
24,,,,.572,,,.441,,,.864,37,3,,Troy Brown Jr.,,,,SF,75,,,.369,,,,,,,.618
24,,,,.370,,,.296,,,.867,22,12,,Troy Brown Jr.,,,,SF,75,,,.281,,,,,,,.314
29,,,,,,,.571,,,.631,73,73,1883,Clint Capela,,,,C,86,,,.000,,,,,,,.572
28,,,,,,,.378,,,.571,72,0,1004,Jevon Carter,,,,PG,87,,,.329,,,,,,,.466
33,7,2,6,.444,9,3,.333,2,1,.500,3,3,69,Robert Covington,2,7,9,PF,108,6,,.250,8,2,8,0,1,1,1.000
33,17,16,60,.545,89,40,.449,24,21,.875,26,3,419,Robert Covington,29,49,118,SF,108,33,,.354,48,17,89,11,41,23,.561
27,,,,.543,,,.479,,,.847,77,77,,Jalen Brunson,,,,PG,76,,,.401,,,,,,,.516
26,,,,.591,,,.577,,,.872,38,4,,Thomas Bryant,,,,C,77,,,.182,,,,,,,.646
24,,,,,,,.525,,,.694,55,48,1406,Wendell Carter Jr.,,,,C,88,,,.374,,,,,,,.626
23,,,,,,,.375,,,.800,4,0,36,D.J. Carton,,,,SG,89,,,.250,,,,,,,.500
33,58,21,148,.550,251,108,.430,36,27,.750,53,14,1049,Torrey Craig,69,110,303,SF,109,30,,.392,153,60,217,32,98,48,.490
33,66,9,130,.530,270,114,.422,36,26,.722,50,25,1156,Jae Crowder,31,74,312,PF,110,38,,.349,166,58,161,23,104,56,.538
20,,,,.418,,,.370,,,.500,17,0,,Kobe Bufkin,,,,SG,78,,,.225,,,,,,,.481
32,,,,.579,,,.415,,,1.000,44,0,,Reggie Bullock,,,,SF,79,,,.403,,,,,,,.467
29,,,,,,,.468,,,.760,71,57,2040,Alex Caruso,,,,SG,90,,,.408,,,,,,,.563
23,,,,,,,.563,,,1.000,16,0,59,Colin Castleton,,,,C,91,,,,,,,,,,.563
22,,,,,,,,,,,1,0,3,Malcolm Cazalon,,,,SG,92,,,,,,,,,,
24,0,0,0,.000,1,0,.000,0,0,,1,0,3,Jalen Crutcher,0,0,0,PG,111,0,,,0,0,0,0,1,0,.000
22,464,22,235,.500,1167,524,.449,274,238,.869,62,62,2074,Cade Cunningham,33,153,1405,PG,112,56,,.355,335,119,268,212,832,405,.487
33,44,6,50,.485,204,80,.392,31,28,.903,44,4,616,Seth Curry,18,39,226,SG,113,22,TOT,.352,108,38,68,21,96,42,.438
32,,,,.478,,,.369,,,.868,66,1,,Alec Burks,,,,SG,80,,TOT,.376,,,,,,,.360
32,,,,.516,,,.394,,,.903,43,0,,Alec Burks,,,,SG,80,,,.401,,,,,,,.384
22,,,,,,,.408,,,.815,74,59,1468,Julian Champagnie,,,,SF,93,,,.365,,,,,,,.504
22,,,,,,,.410,,,.800,15,1,235,Justin Champagnie,,,,SF,94,,,.289,,,,,,,.576
33,30,3,37,.472,145,54,.372,19,17,.895,36,3,457,Seth Curry,15,32,154,SG,113,17,,.363,80,29,52,16,65,25,.385
33,14,3,13,.517,59,26,.441,12,11,.917,8,1,159,Seth Curry,3,7,72,SG,113,5,,.321,28,9,16,5,31,17,.548
32,,,,.383,,,.307,,,.727,23,1,,Alec Burks,,,,SG,80,,,.301,,,,,,,.313
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
20,,,,,,,.427,,,.783,67,7,944,Max Christie,,,,SG,95,,,.356,,,,,,,.496
19,,,,,,,.485,,,.800,12,0,141,Sidy Cissoko,,,,SF,96,,,.083,,,,,,,.714
35,379,28,293,.573,1445,650,.450,324,299,.923,74,74,2421,Stephen Curry,37,117,1956,PG,114,54,,.408,876,357,330,210,569,293,.515
20,164,25,174,.514,311,139,.447,53,34,.642,61,16,1358,Dyson Daniels,62,101,354,PG,115,85,,.311,135,42,236,59,176,97,.551
30,266,178,722,.567,1283,713,.556,516,421,.816,76,76,2700,Anthony Davis,239,177,1876,C,116,91,,.271,107,29,961,159,1176,684,.582
23,,,,.547,,,.488,,,.861,40,0,,Jared Butler,,,,SG,81,,,.308,,,,,,,.602
34,,,,.537,,,.499,,,.858,60,60,,Jimmy Butler,,,,PF,82,,,.414,,,,,,,.519
27,,,,,,,.559,,,.143,6,1,134,Brandon Clarke,,,,PF,97,,,.167,,,,,,,.604
31,,,,,,,.413,,,.881,55,19,1682,Jordan Clarkson,,,,SG,98,,,.294,,,,,,,.485
24,,,,,,,.629,,,.551,71,71,2116,Nic Claxton,,,,C,99,,,.200,,,,,,,.633
21,32,10,54,.448,154,62,.403,24,14,.583,50,6,613,Johnny Davis,18,57,152,SG,117,18,,.350,40,14,72,13,114,48,.421
21,10,1,8,.542,12,5,.417,4,3,.750,8,0,39,JD Davison,2,4,16,SG,118,1,,.429,7,3,10,2,5,2,.400
24,,,,.500,,,.430,,,.783,26,1,,Jamal Cain,,,,PF,83,,,.355,,,,,,,.479
19,,,,,,,.538,,,.700,23,4,370,Noah Clowney,,,,PF,100,,,.364,,,,,,,.633
24,4,1,8,.553,19,10,.526,3,1,.333,4,0,30,Dexter Dennis,1,1,22,SG,119,0,,.125,8,1,9,3,11,9,.818
34,421,45,297,.507,1355,650,.480,612,522,.853,79,79,2989,DeMar DeRozan,43,161,1897,SF,120,90,,.333,225,75,340,135,1130,575,.509
30,,,,.566,,,.460,,,.894,76,76,,Kentavious Caldwell-Pope,,,,SG,84,,,.406,,,,,,,.520
23,,,,.516,,,.450,,,.758,70,49,,Toumani Camara,,,,PF,85,,,.337,,,,,,,.523
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
26,,,,,,,.472,,,.859,70,13,1460,Amir Coffey,,,,SF,101,,,.380,,,,,,,.571
26,,,,,,,.532,,,.795,68,66,1901,John Collins,,,,PF,102,,,.371,,,,,,,.605
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
22,4,1,9,.526,19,10,.526,14,9,.643,11,0,64,Moussa Diabaté,15,4,29,C,121,5,,,0,0,24,2,19,10,.526
27,2,1,3,.667,6,4,.667,6,4,.667,6,0,24,Mamadi Diakite,1,2,12,PF,122,1,TOT,.000,1,0,4,1,5,4,.800
29,,,,.571,,,.571,,,.631,73,73,,Clint Capela,,,,C,86,,,.000,,,,,,,.572
28,,,,.484,,,.378,,,.571,72,0,,Jevon Carter,,,,PG,87,,,.329,,,,,,,.466
26,,,,,,,.484,,,.753,69,29,1526,Zach Collins,,,,C,103,,,.320,,,,,,,.552
36,,,,,,,.457,,,.911,76,76,2193,Mike Conley,,,,PG,104,,,.442,,,,,,,.481
27,2,1,2,.800,5,4,.800,6,4,.667,3,0,16,Mamadi Diakite,1,1,12,PF,122,0,,,0,0,3,0,5,4,.800
27,0,0,1,.000,1,0,.000,0,0,,3,0,8,Mamadi Diakite,0,1,0,PF,122,1,,.000,1,0,1,1,0,0,
24,,,,.600,,,.525,,,.694,55,48,,Wendell Carter Jr.,,,,C,88,,,.374,,,,,,,.626
23,,,,.438,,,.375,,,.800,4,0,,D.J. Carton,,,,SG,89,,,.250,,,,,,,.500
29,,,,.593,,,.468,,,.760,71,57,,Alex Caruso,,,,SG,90,,,.408,,,,,,,.563
31,,,,,,,.435,,,.759,76,3,1676,Pat Connaughton,,,,SF,105,,,.345,,,,,,,.633
19,,,,,,,.435,,,.702,63,15,1715,Bilal Coulibaly,,,,SF,106,,,.346,,,,,,,.502
25,1,0,0,.500,2,1,.500,0,0,,2,0,5,Hamidou Diallo,2,1,2,SG,123,2,,,0,0,2,1,2,1,.500
20,68,2,105,.524,445,189,.425,51,44,.863,60,17,1268,Gradey Dick,27,87,510,SG,124,34,,.365,241,88,132,50,204,101,.495
23,,,,.563,,,.563,,,1.000,16,0,,Colin Castleton,,,,C,91,,,,,,,,,,.563
